index,target,tags,irrelevant_tags
38006,4,ocean,ocean
16508,1,guitar,guitar
1458,4,ocean,ocean
21023,0,apple,apple
30156,3,equation,equation
31485,8,nebula,nebula
53420,8,nebula,nebula
29677,3,equation,equation
3881,6,satellite,satellite
25023,0,apple,apple
59187,7,wrench,wrench
24393,0,apple,apple
19580,2,mountain,mountain
31605,4,ocean,ocean
50785,9,democracy,democracy
16393,6,satellite,satellite
22537,0,apple,apple
8422,7,wrench,wrench
59069,7,wrench,wrench
22405,1,guitar,guitar
45880,3,equation,equation
29833,7,wrench,wrench
35522,2,mountain,mountain
54491,7,wrench,wrench
26994,4,ocean,ocean
17030,8,nebula,nebula
43652,2,mountain,mountain
30624,9,democracy,democracy
50985,0,apple,apple
54558,2,mountain,mountain
23585,1,guitar,guitar
46530,5,tiger,tiger
35476,3,equation,equation
32949,8,nebula,nebula
45486,1,guitar,guitar
47657,7,wrench,wrench
25139,5,tiger,tiger
49171,9,democracy,democracy
56950,6,satellite,satellite
28253,6,satellite,satellite
41966,6,satellite,satellite
53132,4,ocean,ocean
11958,6,satellite,satellite
48375,4,ocean,ocean
47012,1,guitar,guitar
40197,4,ocean,ocean
10504,8,nebula,nebula
47189,0,apple,apple
4434,3,equation,equation
37667,0,apple,apple
17516,8,nebula,nebula
40594,8,nebula,nebula
56628,3,equation,equation
15448,3,equation,equation
35852,7,wrench,wrench
24115,8,nebula,nebula
46407,8,nebula,nebula
59038,5,tiger,tiger
57830,3,equation,equation
20402,1,guitar,guitar
15964,4,ocean,ocean
49954,2,mountain,mountain
51423,7,wrench,wrench
22896,5,tiger,tiger
44666,9,democracy,democracy
43555,3,equation,equation
43454,9,democracy,democracy
17207,4,ocean,ocean
54334,0,apple,apple
9299,3,equation,equation
2665,0,apple,apple
45594,3,equation,equation
36442,1,guitar,guitar
41637,7,wrench,wrench
1763,8,nebula,nebula
930,9,democracy,democracy
11646,6,satellite,satellite
54949,9,democracy,democracy
30027,1,guitar,guitar
59637,8,nebula,nebula
30281,3,equation,equation
16999,9,democracy,democracy
31297,8,nebula,nebula
16773,5,tiger,tiger
21582,9,democracy,democracy
5770,5,tiger,tiger
23783,7,wrench,wrench
53749,2,mountain,mountain
36883,8,nebula,nebula
27890,7,wrench,wrench
29464,4,ocean,ocean
38991,0,apple,apple
46400,0,apple,apple
10176,1,guitar,guitar
38861,9,democracy,democracy
15421,2,mountain,mountain
54759,8,nebula,nebula
50004,7,wrench,wrench
35709,3,equation,equation
15332,3,equation,equation
42272,2,mountain,mountain
16245,5,tiger,tiger
4857,2,mountain,mountain
19373,5,tiger,tiger
14259,7,wrench,wrench
14345,1,guitar,guitar
48644,1,guitar,guitar
59364,3,equation,equation
55692,3,equation,equation
44215,9,democracy,democracy
20392,6,satellite,satellite
12114,1,guitar,guitar
54292,5,tiger,tiger
49426,9,democracy,democracy
11437,2,mountain,mountain
41420,2,mountain,mountain
18066,5,tiger,tiger
30915,6,satellite,satellite
36059,2,mountain,mountain
39527,2,mountain,mountain
35489,1,guitar,guitar
57804,3,equation,equation
20657,0,apple,apple
4685,9,democracy,democracy
37528,7,wrench,wrench
16949,8,nebula,nebula
15369,6,satellite,satellite
2065,2,mountain,mountain
18544,4,ocean,ocean
53145,6,wrench,wrench
23577,6,satellite,satellite
27958,3,equation,equation
36835,2,mountain,mountain
38527,3,equation,equation
3561,8,nebula,nebula
28660,9,democracy,democracy
19967,1,guitar,guitar
45302,5,tiger,tiger
35922,4,ocean,ocean
33299,4,ocean,ocean
12666,8,nebula,nebula
31399,5,tiger,tiger
6747,6,satellite,satellite
22998,4,ocean,ocean
54049,4,ocean,ocean
46349,5,tiger,tiger
14761,3,equation,equation
50241,6,satellite,satellite
46970,8,nebula,nebula
12594,5,tiger,tiger
46316,6,satellite,satellite
22836,6,satellite,satellite
43153,5,tiger,tiger
14199,9,democracy,democracy
29913,0,apple,apple
49754,3,equation,equation
40655,6,satellite,satellite
39041,2,mountain,mountain
20676,2,mountain,mountain
59532,2,mountain,mountain
15464,1,guitar,guitar
50753,2,mountain,mountain
50366,7,wrench,wrench
14211,5,tiger,tiger
10831,0,satellite,satellite
9365,3,equation,equation
28972,7,wrench,wrench
11467,8,nebula,nebula
2140,8,nebula,nebula
20500,4,equation,equation
55816,2,mountain,mountain
9672,2,mountain,mountain
50561,3,equation,equation
53116,6,satellite,satellite
11664,8,nebula,nebula
20591,2,mountain,mountain
13038,4,ocean,ocean
2814,9,democracy,democracy
34404,2,mountain,mountain
37785,9,democracy,democracy
58519,0,apple,apple
42329,1,guitar,guitar
6078,0,apple,apple
16186,3,equation,equation
21889,6,satellite,satellite
40317,4,ocean,ocean
35260,4,ocean,ocean
7358,9,democracy,democracy
48212,7,wrench,wrench
30294,7,wrench,wrench
39708,5,tiger,tiger
13523,3,equation,equation
15590,3,equation,equation
1427,2,mountain,mountain
6567,1,guitar,guitar
20581,7,wrench,wrench
51644,7,wrench,wrench
42598,5,tiger,tiger
32170,9,democracy,democracy
38469,7,wrench,wrench
480,9,democracy,democracy
34376,0,apple,apple
41324,9,democracy,democracy
9396,6,satellite,satellite
47866,8,nebula,nebula
33783,4,ocean,ocean
55766,7,wrench,wrench
21446,6,satellite,satellite
2911,0,apple,apple
35325,5,tiger,tiger
18137,3,equation,equation
6035,1,guitar,guitar
11132,4,ocean,ocean
56294,0,apple,apple
31661,1,guitar,guitar
31067,7,wrench,wrench
406,1,guitar,guitar
15593,6,satellite,satellite
53855,0,apple,apple
58635,5,tiger,tiger
39372,8,nebula,nebula
16236,7,wrench,wrench
34482,3,equation,equation
1336,3,equation,equation
13475,0,apple,apple
51862,7,wrench,wrench
8345,7,wrench,wrench
30828,0,apple,apple
3259,3,tiger,tiger
34013,4,ocean,ocean
50669,9,democracy,democracy
52020,9,democracy,democracy
57343,8,nebula,nebula
12027,9,democracy,democracy
34261,9,democracy,democracy
14511,9,democracy,democracy
27627,5,tiger,tiger
37775,9,democracy,democracy
57845,0,apple,apple
19109,6,satellite,satellite
30209,2,mountain,mountain
58324,6,satellite,satellite
9247,3,equation,equation
24422,6,satellite,satellite
36230,9,democracy,democracy
34751,3,equation,equation
6177,8,nebula,nebula
25443,0,apple,apple
39,3,equation,equation
58358,7,wrench,wrench
20506,2,mountain,mountain
26645,6,satellite,satellite
17106,1,guitar,guitar
43977,3,equation,equation
37290,7,wrench,wrench
10815,2,mountain,mountain
57630,0,apple,apple
14650,2,mountain,mountain
5226,8,nebula,nebula
16559,6,satellite,satellite
51860,1,guitar,guitar
32723,7,wrench,wrench
26254,5,tiger,tiger
25817,0,apple,apple
32507,1,guitar,guitar
39068,3,equation,equation
36887,4,ocean,ocean
49502,0,apple,apple
17530,2,mountain,mountain
55566,2,mountain,mountain
20173,6,satellite,satellite
17091,7,wrench,wrench
11685,6,satellite,satellite
43449,1,guitar,guitar
58644,1,guitar,guitar
12142,6,satellite,satellite
7086,4,ocean,ocean
47105,1,guitar,guitar
17805,6,satellite,satellite
17382,8,nebula,nebula
26701,2,mountain,mountain
55783,2,mountain,mountain
44515,5,tiger,tiger
11859,6,satellite,satellite
31175,0,apple,apple
3703,8,nebula,nebula
3579,5,tiger,tiger
56570,0,apple,apple
25108,2,mountain,mountain
19268,6,satellite,satellite
19193,6,satellite,satellite
49689,3,equation,equation
6427,5,tiger,tiger
55754,5,tiger,tiger
58864,9,democracy,democracy
6146,2,mountain,mountain
54185,6,guitar,guitar
10647,4,ocean,ocean
432,9,democracy,democracy
38582,1,guitar,guitar
44831,7,wrench,wrench
40029,9,democracy,democracy
3780,3,equation,equation
53820,9,apple,apple
20623,0,apple,apple
18589,1,guitar,guitar
21411,8,nebula,nebula
42846,8,nebula,nebula
25997,5,tiger,tiger
16882,3,equation,equation
22327,3,equation,equation
27318,8,nebula,nebula
4133,1,guitar,guitar
27618,7,wrench,wrench
25736,2,mountain,mountain
51254,0,apple,apple
50189,0,apple,apple
37517,4,ocean,ocean
53717,2,mountain,mountain
29268,4,ocean,ocean
34035,8,nebula,nebula
53283,6,wrench,wrench
4346,2,satellite,satellite
42495,7,wrench,wrench
14338,0,apple,apple
4042,7,wrench,wrench
1237,1,guitar,guitar
56085,8,nebula,nebula
40392,5,tiger,tiger
5874,9,democracy,democracy
19415,9,democracy,democracy
34300,1,guitar,guitar
59403,1,guitar,guitar
15185,2,mountain,mountain
15308,7,wrench,wrench
5079,8,nebula,nebula
54304,8,nebula,nebula
29916,3,equation,equation
11627,6,satellite,satellite
48514,7,wrench,wrench
54795,7,wrench,wrench
9090,4,ocean,ocean
40537,5,tiger,tiger
3150,5,tiger,tiger
2010,4,ocean,ocean
56955,4,ocean,ocean
24937,4,ocean,ocean
28541,8,nebula,nebula
29580,7,wrench,wrench
49258,1,guitar,guitar
24312,5,tiger,tiger
23591,3,equation,equation
34046,3,equation,equation
50825,2,mountain,mountain
35227,8,nebula,nebula
15257,0,apple,apple
58449,0,apple,apple
48498,9,democracy,democracy
8228,3,equation,equation
2262,9,democracy,democracy
41394,5,tiger,tiger
28221,1,guitar,guitar
8302,9,democracy,democracy
38238,9,democracy,democracy
1633,9,democracy,democracy
41785,0,apple,apple
57975,8,nebula,nebula
42769,6,satellite,satellite
42044,3,equation,equation
1223,8,nebula,nebula
37992,2,mountain,mountain
4115,7,wrench,wrench
2749,2,mountain,mountain
37526,7,wrench,wrench
36210,0,apple,apple
1505,8,nebula,nebula
52994,3,equation,equation
7752,7,wrench,wrench
54369,7,wrench,wrench
32167,3,equation,equation
29746,1,guitar,guitar
34111,0,apple,apple
10704,2,mountain,mountain
11533,6,satellite,satellite
193,5,tiger,tiger
11625,3,equation,equation
24493,2,mountain,mountain
38552,4,ocean,ocean
9384,6,satellite,satellite
58879,5,tiger,tiger
31366,0,apple,apple
44637,1,guitar,guitar
5944,2,mountain,mountain
54353,5,tiger,tiger
27321,4,ocean,ocean
30843,8,nebula,nebula
42179,2,mountain,mountain
22347,0,apple,apple
35131,0,apple,apple
26037,0,apple,apple
11147,6,satellite,satellite
39228,1,guitar,guitar
22510,4,ocean,ocean
6874,1,guitar,guitar
48903,2,mountain,mountain
31199,5,tiger,tiger
3177,4,ocean,ocean
45428,8,nebula,nebula
7845,2,mountain,mountain
19080,4,ocean,ocean
47220,8,nebula,nebula
26159,5,tiger,tiger
24528,6,satellite,satellite
25598,4,ocean,ocean
53266,3,equation,equation
22938,9,democracy,democracy
3713,3,equation,equation
39501,3,equation,equation
11773,3,equation,equation
45007,9,democracy,democracy
49477,8,nebula,nebula
33006,6,satellite,satellite
25810,3,equation,equation
56644,9,democracy,democracy
2672,3,equation,equation
6795,1,guitar,guitar
44361,1,guitar,guitar
15230,5,tiger,tiger
5622,1,guitar,guitar
14219,0,apple,apple
46082,2,apple,apple
106,0,apple,apple
30628,8,nebula,nebula
18686,3,equation,equation
38279,2,mountain,mountain
29552,5,tiger,tiger
31108,9,democracy,democracy
17665,4,ocean,ocean
858,0,apple,apple
51590,3,equation,equation
34026,0,apple,apple
22210,3,equation,equation
47697,0,apple,apple
17643,3,equation,equation
47768,1,guitar,guitar
9856,6,satellite,satellite
18010,9,democracy,democracy
24438,4,ocean,ocean
39991,0,apple,apple
40104,4,ocean,ocean
6478,7,wrench,wrench
40989,6,satellite,satellite
29213,6,satellite,satellite
5150,4,ocean,ocean
28105,0,apple,apple
9272,9,democracy,democracy
15816,3,equation,equation
3484,8,nebula,nebula
10442,2,mountain,mountain
3681,4,ocean,ocean
30232,3,equation,equation
29635,1,guitar,guitar
31759,6,satellite,satellite
15423,0,apple,apple
43746,9,democracy,democracy
5924,1,guitar,guitar
9348,6,satellite,satellite
22804,2,apple,apple
37481,7,wrench,wrench
16295,8,nebula,nebula
6958,2,mountain,mountain
839,4,ocean,ocean
50866,4,ocean,ocean
6791,9,democracy,democracy
56603,4,ocean,ocean
36016,1,guitar,guitar
56806,4,ocean,ocean
57128,0,apple,apple
12664,2,mountain,mountain
51600,3,equation,equation
24974,4,ocean,ocean
39385,1,guitar,guitar
59227,4,ocean,ocean
30927,5,tiger,tiger
23359,5,tiger,tiger
50258,9,democracy,democracy
43426,6,satellite,satellite
25836,7,nebula,nebula
29617,1,guitar,guitar
40139,7,wrench,wrench
1172,7,wrench,wrench
30810,2,mountain,mountain
36543,2,mountain,mountain
5343,5,tiger,tiger
51985,1,guitar,guitar
48158,8,nebula,nebula
58689,6,satellite,satellite
29408,6,satellite,satellite
11679,2,mountain,mountain
11065,6,satellite,satellite
9307,6,satellite,satellite
9512,8,nebula,nebula
11021,0,apple,apple
37516,1,guitar,guitar
37368,3,equation,equation
40880,1,guitar,guitar
33881,8,nebula,nebula
4223,6,satellite,satellite
24554,0,apple,apple
33972,6,satellite,satellite
27707,7,wrench,wrench
46170,0,apple,apple
41331,6,satellite,satellite
42363,6,satellite,satellite
50680,7,wrench,wrench
8849,4,ocean,ocean
20377,9,democracy,democracy
14357,9,democracy,democracy
54138,5,tiger,tiger
16870,8,nebula,nebula
57653,0,apple,apple
29353,9,democracy,democracy
18661,4,ocean,ocean
59030,5,tiger,tiger
20743,8,nebula,nebula
29299,6,satellite,satellite
9684,0,apple,apple
1989,9,democracy,democracy
1710,5,tiger,tiger
15442,8,nebula,nebula
29752,4,ocean,ocean
38291,0,apple,apple
48746,7,wrench,wrench
15264,4,ocean,ocean
36432,3,equation,equation
16289,0,apple,apple
24789,3,equation,equation
46857,7,wrench,wrench
33321,6,satellite,satellite
4918,8,nebula,nebula
12796,7,wrench,wrench
11585,8,nebula,nebula
4118,7,wrench,wrench
23049,7,wrench,wrench
39119,1,guitar,guitar
21007,6,satellite,satellite
56954,9,democracy,democracy
12172,5,tiger,tiger
14085,2,mountain,mountain
12843,6,satellite,satellite
24531,4,ocean,ocean
21218,1,guitar,guitar
31696,6,satellite,satellite
42244,6,satellite,satellite
36303,9,democracy,democracy
27208,7,wrench,wrench
19362,4,ocean,ocean
17205,8,nebula,nebula
48557,9,democracy,democracy
39462,4,ocean,ocean
47300,0,apple,apple
438,8,nebula,nebula
53235,5,tiger,tiger
8081,0,apple,apple
54163,5,tiger,tiger
24276,2,mountain,mountain
47305,9,democracy,democracy
31619,6,satellite,satellite
58278,8,nebula,nebula
25892,5,tiger,tiger
27450,3,equation,equation
3475,4,ocean,ocean
7307,4,ocean,ocean
22642,5,tiger,tiger
44002,5,tiger,tiger
55151,2,mountain,mountain
23056,3,equation,equation
30856,9,democracy,democracy
42117,2,mountain,mountain
41535,8,nebula,nebula
47230,2,mountain,mountain
13117,4,ocean,ocean
53006,1,guitar,guitar
57727,4,ocean,ocean
56627,8,nebula,nebula
15717,8,nebula,nebula
10758,3,equation,equation
58229,3,equation,equation
34490,6,satellite,satellite
40969,6,satellite,satellite
37887,3,equation,equation
20616,8,nebula,nebula
22644,3,equation,equation
58663,1,guitar,guitar
39965,9,democracy,democracy
1969,6,apple,apple
30886,3,equation,equation
31142,7,wrench,wrench
39944,0,apple,apple
46424,7,wrench,wrench
29634,2,mountain,mountain
22609,7,wrench,wrench
2105,5,tiger,tiger
11730,3,equation,equation
20156,8,nebula,nebula
25164,6,satellite,satellite
13204,6,satellite,satellite
28999,8,nebula,nebula
56051,0,apple,apple
25322,1,guitar,guitar
22691,2,mountain,mountain
35284,3,equation,equation
14037,3,equation,equation
53744,7,wrench,wrench
5176,3,equation,equation
31906,3,equation,equation
16383,5,tiger,tiger
27626,8,nebula,nebula
43499,0,apple,apple
46042,2,mountain,mountain
50562,0,apple,apple
14330,2,mountain,mountain
11967,3,satellite,satellite
37317,8,nebula,nebula
