index,target,tags,irrelevant_tags
3838,38,brown | carpet | chair | table | dog | doorway | floor | mat | neckband | paw | room | stand | stare | stool | white,stand | chair | mat | table | stare | doorway | stool | brown | carpet | white | floor | room
5811,58,area | blanket | brown | brush | dog | floor | grass | hillside | neckband | stone | stand | walk,stand | brush | stone | walk | hillside | area | brown | grass | floor | blanket
10156,101,brown | carpet | chihuahua | dog | doorway | floor | lay | mat | relax | shadow | stretch | sun,sun | doorway | shadow | lay | chihuahua | relax | stretch | brown | carpet | floor | mat
4787,47,armchair | brown | couch | pad | dog | lay | pillow | relax,couch | armchair | pad | pillow | lay | relax | brown
6569,65,animal | catch | dog | hang | person | lap | leash | lick | mouth | pet | stand | white | woman,stand | animal | catch | woman | hang | white | lap | person
6164,61,animal | brown | carpet | dog | doll | floor | lay | mat | paw | pink | stuff | teddy | toy | white,doll | animal | stuff | teddy | lay | brown | carpet | white | floor | pink | mat
6628,66,headscarf | black | brown | dog | handkerchief | neckband | red | sit | stare | wear | white,sit | red | headscarf | stare | handkerchief | wear | black | brown | white
1800,18,animal | black | creek | brown | calf | couple | goat | lush | pond | puddle | stand | stream | walk | water | wood | yak,stand | yak | wood | walk | animal | puddle | goat | stream | pond | water | lush | black | calf | brown | couple | creek
9237,92,boxer | brown | dog | grass | green | hang | leash | lush | mouth | neckband | stand | tree | yard,stand | green | yard | hang | lush | tree | brown | grass | boxer
11377,113,carpet | chair | table | dinning table | dog | floor | hardwood floor | kitchen table | stand | stool | sweater | wear | white | wood floor,stand | chair | kitchen table | table | hardwood floor | stool | wear | wood floor | sweater | carpet | white | floor | dinning table
3358,33,beagle | brown | catch | dog | person | man | pet | pointer | stand,stand | catch | man | brown | person | beagle
5179,51,brown | carpet | dog | floor | food | home appliance | kitchen counter | kitchen floor | lay | relax,kitchen floor | food | home appliance | kitchen counter | lay | relax | brown | carpet | floor
6699,66,black | brown | dog | floor | grass | grassy | lush | neckband | stand | walk | white,stand | walk | grass | lush | black | brown | white | floor | grassy
8725,87,black | brown | dog | grass | green | lay | lush | neckband | sit | white,green | sit | grass | lay | black | lush | brown | white
7107,71,black | blanket | dalmatian | dog | floor | footprint | snow | snowy | stand | tree | walk | white | winter | wood,snowy | walk | snow | wood | stand | footprint | winter | black | tree | dalmatian | white | floor | blanket
7316,73,autumn leave | black | sheepdog | dog | floor | lay | shepherd | sit,shepherd | sit | autumn leave | sheepdog | lay | black | floor
6459,64,backyard | blue | brown | dog | fence | grass | neckband | sit | stare | white | yard,sit | blue | grass | yard | stare | backyard | brown | white | fence
5193,51,bean bag chair | bed | brown | cat bed | dog | dog bed | floor | hardwood floor | lay | pillow | toy | wood floor,bed | cat bed | wood floor | hardwood floor | pillow | lay | brown | bean bag chair | floor
7627,76,black | brown | deck | dog | floor | lay | park bench | plank | porch | rail | relax,deck | floor | relax | lay | black | brown | park bench | porch | rail | plank
9685,96,brown | decorate | dog | door | doorway | wreath | head | vacation | mouth | party hat | paw | porch | sit | stand | toy | wear | white,stand | sit | vacation | door | party hat | doorway | wear | decorate | wreath | brown | white | porch
3064,30,pillar | dog | judge | leash | miniature | neckband | poodle | stand | stool | white,stand | miniature | poodle | pillar | stool | white | judge
5649,56,ball | brown | catch | dog | fence | floor | golden retriever | gravel | mouth | retriever | stone | stand | tennis | toy | yellow,stand | stone | ball | catch | gravel | tennis | yellow | brown | fence | floor
7529,75,brown | dog | doorway | floor | fur | hardwood floor | paw | sit | stand | stare | wet | wood floor,stand | sit | stare | doorway | hardwood floor | wood floor | brown | floor | wet
10822,108,animal | brown | canopy | table | dog | judge | leash | man | stand | stool | tent,stand | animal | tent | table | stool | man | brown | canopy | judge
7990,79,animal | Border collie | brown | sheepdog | dog | dog breed | grass | lush | shepherd | stand | tail | white,stand | shepherd | animal | grass | Border collie | sheepdog | lush | brown | white
4191,41,armchair | beagle | brown | chair | table | dog | lay | leash | life jacket | red | shirt | stool | strap | wear,strap | chair | life jacket | red | table | armchair | shirt | stool | wear | lay | brown | beagle
4657,46,black | dog | path | leash | stand | walk | wood,stand | walk | wood | black | path
9431,94,brown | bulldog | dog | field | floor | grass | grassy | head | leash | lush | neckband | patch | stand | walk | white,stand | walk | patch | field | grass | lush | brown | white | floor | grassy
4902,49,black | dog | floor | grass | green | lay | leash | neckband | walk | white,walk | green | grass | lay | black | white | floor
7583,75,brown | dog | path | forest | forest path | grass | lush | mouth | run | trail | walk | wood,walk | wood | forest | forest path | lush | path | brown | trail | grass | run
7621,76,brown | dog | floor | grass | leash | lush | neckband | palm tree | shepherd | sit | yard,shepherd | sit | palm tree | yard | lush | brown | grass | floor
11316,113,blanket | brown | dog | field | floor | grass | grassy | lush | stand | walk,stand | walk | field | lush | brown | grass | floor | blanket | grassy
3220,32,black | catch | dog | person | judge | leash | man | miniature | neckband | pet | poodle | stand | trainer | walk | woman,stand | walk | miniature | catch | judge | poodle | woman | man | black | trainer | person
11259,112,corgi | couple | dog | floor | flower | leash | pet | pink | plant | pot | sit | stare | tulip,sit | corgi | pot | stare | flower | tulip | pink | couple | floor | plant
4621,46,beagle | black | dog | floor | hardwood floor | hide | kitchen floor | kitchen table | lay | stare | stool | wood floor,kitchen table | kitchen floor | stare | stool | hardwood floor | wood floor | lay | black | hide | floor | beagle
8963,89,bed | black | blanket | book | box | brown | cardboard box | comfort | couch | dog | hide | lay | paw | pillow,bed | comfort | couch | cardboard box | pillow | lay | book | black | box | hide | brown | blanket
1326,13,beagle | brown | dog | door | doorway | glass door | neckband | open | out | red | screen door | stand | stare | white | window,stand | open | red | door | stare | doorway | screen door | out | window | brown | white | glass door | beagle
11539,115,black | dog | field | grass | grassy | leash | lush | neckband | stand | walk | white,stand | walk | field | grass | lush | black | white | grassy
2027,20,blue | brown | dog | floor | greyhound | hardwood floor | shirt | sweater | sweatshirt | wear | wood floor,blue | sweatshirt | shirt | hardwood floor | wear | greyhound | wood floor | sweater | brown | floor
2829,28,black | chase | dog | fence | grass | grassy | mouth | neckband | run | white,grass | black | white | fence | run | chase | grassy
6511,65,brown | dog | field | grass | grassy | green | lush | run | walk | white,walk | green | field | grass | lush | brown | white | run | grassy
553,5,brown | dog | floor | jump | man | paw | pet | play | stand | white,stand | jump | play | man | brown | white | floor
3386,33,beagle | brown | carpet | dog | floor | leash | neckband | sit | stare | stool,sit | stare | stool | brown | carpet | floor | beagle
7978,79,blanket | brown | cloth | clothe | dog | floor | laundry | laundry basket | laundry room | lay | sit | wash | washer | washing machine,washing machine | sit | clothe | laundry | laundry basket | cloth | lay | washer | wash | brown | laundry room | floor | blanket
2869,28,animal | black | catch | dog | hand | floor | person | lap | neckband | paw | pet | woman,animal | catch | woman | black | hand | floor | lap | person
9417,94,bulldog | bulletin board | catch | dog | hand | person | lap | nose | paw | pencil | pet | pet shop | pet store | store | white,pencil | bulletin board | pet shop | store | catch | hand | white | pet store | lap | person
1407,14,black | blue | brown | doberman | dog | park bench | paw | porch | rail | rottweiler | sit | tan,sit | blue | doberman | black | brown | park bench | porch | rail | rottweiler
196,1,animal | brown | dog | floor | fur | grass | lay | patch | tail | white,patch | animal | grass | lay | brown | white | floor
3200,32,beagle | black | dog | dog breed | floor | miniature | schnauzer | snow | stand | walk,stand | walk | snow | miniature | black | floor | beagle
11662,116,animal | black | dog | floor | greyhound | pavement | stand,stand | animal | pavement | greyhound | black | floor
9565,95,black | dog | floor | grass | grassy | gray | green | lay | lush | relax | sit | tree,green | sit | grass | lay | black | lush | relax | tree | gray | floor | grassy
3732,37,beagle | blue | brown | pad | dog | dog bed | floor | lay | neckband | pillow | sit | tray | white,sit | blue | pad | pillow | lay | tray | brown | white | floor | beagle
10503,105,bed | dog | floor | glass table | hassock | pillow | sit | stand | stare | stool | white,bed | stand | sit | glass table | stare | stool | pillow | hassock | white | floor
8251,82,balustrade | black | dog | floor | sit | stair,sit | black | stair | floor | balustrade
8422,84,german shepherd | black | brown | sheepdog | dog | field | floor | grass | grassy | green | lush | mouth | neckband | shepherd | sit | tree,shepherd | green | sit | field | sheepdog | lush | black | tree | brown | german shepherd | grass | floor | grassy
11617,116,animal | doberman | dog | lake | ledge | neckband | stone | stand | water,stand | stone | animal | doberman | water | lake | ledge
4908,49,black | bow tie | dog | floor | grass | lay | leash | lush | neckband | paw | tie | wear | white | yellow,grass | tie | yellow | wear | lay | black | lush | white | floor | bow tie
8082,80,animal | backdrop | brown | sheepdog | dog | fur | pomeranian | sky | stand,stand | backdrop | animal | sky | sheepdog | brown | pomeranian
1359,13,beagle | brown | couch | dog | flame | floor | head | lay | paw | pillow | relax | stare,couch | stare | flame | pillow | lay | relax | brown | floor | beagle
5042,50,beagle | brown | carpet | dog | floor | living room | stand | stare,stand | stare | living room | brown | carpet | floor | beagle
5495,54,black | car | dog | fall | log | sit | tree | tree trunk | woman | wood,wood | sit | fall | tree trunk | woman | car | black | tree | log
5785,57,animal | black | brown | bureau | carpet | dog | drawer | dresser | floor | laboratory | lay | mat | paw | play | stuff | teddy | toy,animal | teddy | bureau | play | laboratory | lay | black | drawer | dresser | brown | carpet | stuff | floor | mat
6515,65,bite | blood | brown | carpet | dog | face | floor | lick | mouth | nose | paw | stare | white,stare | face | bite | brown | carpet | white | floor | blood
11744,117,brown | dog | floor | hang | leash | lick | mouth | stone | stand | stick | walk,stand | walk | stone | hang | brown | floor | stick
11643,116,animal | couch | pad | dog | greyhound | pillow | sit | wood wall,couch | sit | animal | wood wall | pad | greyhound | pillow
5217,52,cage | dog | fence | hang | ladder | net | mouth | out | rail | white,net | hang | out | cage | fence | white | ladder | rail
3079,30,creek | dog | gray | leash | ledge | neckband | pond | rail | ramp | stone | stand | water | white,stand | stone | pond | water | ramp | gray | white | rail | ledge | creek
2164,21,algae | beach | blanket | brown | couple | dog | grass | green | sea | pug | sand | seaweed | stand | walk | white,sand | stand | walk | pug | green | grass | seaweed | sea | beach | brown | white | couple | algae | blanket
10578,105,black | carpet | dog | floor | living room | neckband | pet | picture frame | room | sit | stand | stare | white,stand | sit | picture frame | stare | black | living room | carpet | white | floor | room
1981,19,brown | couple | dog | lake | mud | play | puddle | shake | stand | walk | water | wet | wrestle,stand | wrestle | walk | shake | puddle | water | play | lake | brown | couple | mud | wet
9554,95,bed | bedcover | comfort | dog | gray | greyhound | lay | paw | pillow | sit | stare | white,bed | comfort | sit | bedcover | stare | greyhound | pillow | lay | gray | white
3944,39,animal | beagle | brown | dog | floor | grass | green | lay | ledge | lush | stone | sit | white,stone | green | sit | animal | grass | lay | lush | brown | white | floor | ledge | beagle
7974,79,bookcase | bookshelf | brown | carpet | sheepdog | dog | entertainment center | floor | fur | living room | stand | stare | white,stand | bookcase | bookshelf | entertainment center | stare | sheepdog | living room | brown | carpet | white | floor
2523,25,blow | dog | grass | greyhound | hair | leash | neckband | stand | stare | white | wind,stand | blow | grass | stare | greyhound | wind | white
7314,73,baby carriage | beach chair | black | blue | chair | dog | folding chair | lay | sit,chair | sit | blue | folding chair | beach chair | lay | black | baby carriage
7907,79,blanket | Border collie | branch | brown | sheepdog | dog | evergreen | fir tree | hide | pine | shepherd | snow | snowy | spruce | stand | stare | tree,snowy | stand | snow | shepherd | spruce | stare | pine | Border collie | sheepdog | fir tree | evergreen | tree | brown | hide | blanket | branch
9632,96,animal | brown | deck | dog | doorway | floor | leash | paw | porch | screen door | stand | tail | white,stand | deck | animal | floor | doorway | screen door | brown | white | porch
11275,112,backyard | Border collie | brown | sheepdog | dog | grass | lush | neckband | sit | stand | white | yard,stand | sit | grass | yard | Border collie | sheepdog | lush | backyard | brown | white
4359,43,black | dog | floor | grass | green | lay | leash | lush | stand,stand | green | lay | black | lush | grass | floor
10087,100,animal | backdrop | black | dog | lick | mouth | sit | stick,backdrop | sit | animal | black | stick
4297,42,beagle | brown | dog | field | grass | grassy | green | lush | red | stand | walk,stand | walk | green | field | red | lush | brown | grass | grassy | beagle
361,3,animal | basket | brown | dog | floor | lay | sit | sock | stuff | toy,sock | sit | animal | lay | brown | stuff | floor | basket
595,5,brown | dog | floor | leash | neckband | pavement | stand | tail | walk | white,stand | walk | pavement | brown | white | floor
3513,35,back | beagle | blanket | brown | car | car seat | dog | lay | neckband | seat | sit,sit | seat | car | blanket | lay | brown | car seat | back | beagle
7846,78,back | car | car seat | car window | dog | hang | mouth | seat | sit | vehicle | white,vehicle | sit | car window | seat | hang | car | white | car seat | back
5976,59,brick building | brown | car window | dog | hang | lick | mouth | nose | open | out | pointer | screen door | stand | stare | white | window,stand | open | car window | hang | stare | screen door | out | window | brown | brick building | white
2482,24,beagle | brown | dog | person | judge | leash | pet | stand | tail | woman,stand | judge | woman | brown | person | beagle
503,5,brown | carpet | dog | floor | hardwood floor | mat | sit | stand | stare | wood floor,stand | sit | stare | wood floor | hardwood floor | brown | carpet | floor | mat
4807,48,beagle | black | catch | dog | girl | lap | pet | shirt | woman,girl | catch | woman | shirt | black | lap | beagle
5581,55,black | catch | dog | dog breed | grass | person | leash | man | neckband | pet | poodle | red | stand | walk | woman,stand | walk | catch | red | poodle | woman | man | black | grass | person
10559,105,dog | floor | grass | green | lay | leash | lush | neckband | pet | retriever | sit | white,green | sit | grass | lush | lay | white | floor
532,5,brown | chair | dog | log | sit | stool | stump | tree trunk | white | wood,chair | wood | sit | tree trunk | stool | stump | brown | white | log
11615,116,beagle | brown | doberman | dog | dog breed | grass | greyhound | leash | neckband | stand | walk,stand | walk | doberman | greyhound | brown | grass | beagle
6145,61,black | carpet | dalmatian | dog | floor | lay | leash | neckband | paw | sit | stare | white,sit | stare | lay | black | dalmatian | carpet | white | floor
5814,58,area | backyard | brown | dog | fence | floor | stand | stare | tree | walk | wood | yard,stand | walk | wood | yard | stare | area | backyard | tree | brown | fence | floor
8036,80,brown | carpet | dog | floor | lay | neckband | paw | sit | stare | white,sit | stare | lay | brown | carpet | white | floor
2590,25,bib | brown | chase | dog | field | muzzle | grass | grassy | greyhound | mouth | neckband | run | wear | white,field | grass | wear | bib | greyhound | brown | white | run | chase | grassy
8570,85,black | brown | doberman | dog | field | grass | grassy | lush | neckband | stand | walk,stand | walk | field | doberman | lush | black | brown | grass | grassy
5325,53,brown | dog | floor | fur | grass | green | hair | lay | lush | white,green | grass | lush | lay | brown | white | floor
8615,86,black | brown | chair | chihuahua | pad | doberman | dog | dog bed | hassock | lay | pillow | red | sit,chair | sit | doberman | red | pad | pillow | lay | chihuahua | black | hassock | brown
11113,111,animal | brown | corgi | curb | dog | floor | flower bed | leash | ledge | pavement | paw | sit | stand | stretch | white,stand | sit | corgi | animal | pavement | curb | stretch | brown | white | flower bed | floor | ledge
6480,64,animal | brown | contest | dog | dress | judge | leash | stand | white | woman,stand | animal | woman | contest | brown | white | dress | judge
1344,13,armchair | beagle | black | brown | couch | dog | hassock | lay | neckband | paw | pillow | sit | tie | white,couch | sit | tie | armchair | pillow | lay | black | hassock | brown | white | beagle
5124,51,catch | dog | hat | hug | lap | man | pet | sweater | wear,hug | catch | hat | wear | man | sweater | lap
4917,49,black | catch | dog | leash | lilac | pet | pose | stand | white | woman,stand | lilac | catch | pose | woman | black | white
5131,51,brown | dog | floor | pavement | sit,pavement | floor | sit | brown
948,9,animal | dog | dog breed | floor | fur | hair | stone | sit | stand | white,stand | stone | sit | animal | white | floor
7130,71,animal | sheepdog | dog | enclosure | fence | hay | herd | leash | pen | sheep | shepherd | stand | white,hay | stand | shepherd | pen | animal | sheep | enclosure | sheepdog | white | fence | herd
8055,80,black | brown | carpet | dog | floor | lay | mat | paw | red | sit | stare | white,sit | red | stare | lay | black | brown | carpet | white | floor | mat
9243,92,bed | bedcover | blanket | boxer | brown | comfort | dog | lay | paw | pillow | relax | stare,bed | comfort | stare | bedcover | blanket | pillow | lay | relax | brown | boxer
3972,39,animal | beagle | chair | dog | floor | fur | judge | leash | mouth | paw | stand | stool | tail | white,stand | chair | animal | stool | white | floor | judge | beagle
9388,93,black | dog | leash | man | pet | stand | walk | white | wood,stand | walk | wood | man | black | white
4819,48,balustrade | beagle | black | dog | fence | floor | leash | neckband | pink | rail | stand,stand | black | pink | fence | floor | rail | balustrade | beagle
5864,58,creek | brown | dog | person | leash | mud | puddle | stone | stand | stream | walk | water | wood,stand | walk | stone | wood | puddle | stream | water | person | brown | mud | creek
4420,44,bite | black | brown | carry | catch | chase | dog | dry | field | grass | mouth | red | run | toy | white,field | catch | red | grass | chase | black | bite | brown | white | run | dry | carry
5113,51,brown | close-up | dog | floor | neckband | nose | sit | stare | white,sit | stare | brown | white | floor | close-up
7918,79,blue | Border collie | brown | carpet | sheepdog | dog | eye | floor | leash | stand | stare | white,stand | blue | stare | Border collie | sheepdog | eye | brown | carpet | white | floor
2490,24,brown | dog | lake | stand | tail | water | wet,stand | water | lake | brown | wet
379,3,bin | brown | cage | crate | dog | dog house | floor | laundry basket | neckband | sit,sit | bin | crate | laundry basket | cage | brown | floor
3971,39,beagle | dog | floor | miniature | neckband | nose | schnauzer | stand | white,stand | miniature | white | floor | beagle
4780,47,beagle | black | blue | chair | pad | dog | lap | mouth | pillow | sit,chair | sit | blue | pad | pillow | black | lap | beagle
1164,11,beagle | bird cage | brown | cage | crate | dog | dog house | enclosure | neckband | pet | sit | stare | white,bird cage | sit | enclosure | crate | stare | cage | brown | white | beagle
11720,117,animal | brown | cage | corgi | dog | dog house | enclosure | fence | grass | shiba inu | stand,stand | shiba inu | corgi | animal | enclosure | cage | brown | grass | fence
1945,19,armchair | bed | brown | bunk bed | chair | dog | dog bed | floor | hassock | lay | pillow | relax | room | sit | stool,bed | chair | sit | armchair | stool | pillow | lay | hassock | relax | brown | bunk bed | floor | room
10674,106,animal | carpet | dog | dog breed | floor | husky | leash | samoyed | stand | stool | white,stand | animal | husky | stool | samoyed | carpet | white | floor
9427,94,animal | bed | bedcover | blanket | blue | bulldog | comfort | dog | dress | French bulldog | lay | pillow | red | sheet | shirt | stuff | sweater | sweatshirt | toy | wear | white,bed | comfort | blue | sweatshirt | animal | red | white | bedcover | shirt | wear | blanket | pillow | lay | French bulldog | sweater | sheet | stuff | dress
2639,26,beagle | dog | floor | fur | grass | gray | mouth | sit | stand | yard,stand | sit | grass | yard | gray | floor | beagle
3131,31,beagle | black | brown | dog | fence | ledge | log | sit | stump | tree trunk,sit | tree trunk | ledge | stump | black | brown | fence | log | beagle
10683,106,armchair | chair | couch | pad | dog | floor | husky | lay | paw | pillow | samoyed | sit | white,chair | couch | sit | armchair | husky | pad | pillow | lay | samoyed | white | floor
